GPSTIMESTAMP,BUSID,LINE,LATITUDE,LONGITUDE,VELOCITY,ID,SWVERSION_x,ELEVATION,NEIGHBORHOOD,ADMINISTRATIVEREGION,PARKING,TERMINAL,CORRIDOR,SWVERSION_y
2023-02-21 00:05:00,A27670,432,-22.9159,-43.2122,5.833333333333333,17774,2.0.14,22,032,8.0,,,,2.0.14
2023-02-21 00:05:02,A27611,432,-22.91461,-43.23951,3.333333333333333,17899,2.0.14,28,036,9.0,,,24.0,2.0.14
2023-02-21 00:05:11,A27544,432,-22.98447,-43.22335,0.0,18440,2.0.14,19,026,6.0,,,3.0,2.0.14
2023-02-21 00:05:13,A27574,432,-22.91322,-43.20992,11.38888888888889,18580,2.0.14,12,009,3.0,,,,2.0.14
2023-02-21 00:05:21,A27582,432,-22.91486,-43.25042,2.5,19061,2.0.14,27,036,9.0,,,,2.0.14
2023-02-21 00:05:32,A27611,432,-22.91496,-43.24118,7.222222222222222,19725,2.0.14,23,036,9.0,,,24.0,2.0.14
2023-02-21 00:05:41,A27544,432,-22.98447,-43.22335,0.0,20223,2.0.14,19,026,6.0,,,3.0,2.0.14
2023-02-21 00:05:43,A27574,432,-22.9152,-43.21013,1.6666666666666665,20369,2.0.14,16,032,8.0,,,,2.0.14
2023-02-21 00:05:51,A27582,432,-22.91501,-43.25121,4.166666666666667,20850,2.0.14,21,036,9.0,,,,2.0.14
2023-02-21 00:06:00,A27670,432,-22.91797,-43.21666,9.722222222222221,21391,2.0.14,24,033,8.0,,,14.0,2.0.14
2023-02-21 00:06:02,A27611,432,-22.91516,-43.24211,0.0,21498,2.0.14,23,036,9.0,,,24.0,2.0.14
2023-02-21 00:06:11,A27544,432,-22.98447,-43.22335,0.0,22007,2.0.14,19,026,6.0,,,3.0,2.0.14
2023-02-21 00:06:13,A27574,432,-22.91574,-43.21094,0.0,22121,2.0.14,17,032,8.0,,,,2.0.14
2023-02-21 00:06:21,A27582,432,-22.91518,-43.25177,3.611111111111111,22640,2.0.14,24,036,9.0,,,,2.0.14
2023-02-21 00:06:30,A27670,432,-22.91777,-43.21753,6.111111111111111,23126,2.0.14,20,033,8.0,,,,2.0.14
2023-02-21 00:06:32,A27611,432,-22.9145,-43.24233,4.722222222222222,23242,2.0.14,26,036,9.0,,,,2.0.14
2023-02-21 00:06:41,A27544,432,-22.98423,-43.22225,6.111111111111111,23760,2.0.14,20,026,6.0,,,3.0,2.0.14
2023-02-21 00:06:43,A27574,432,-22.91614,-43.21202,0.0,23915,2.0.14,15,032,8.0,,,,2.0.14
2023-02-21 00:06:51,A27582,432,-22.916,-43.25158,0.0,24366,2.0.14,27,036,9.0,,,25.0,2.0.14
2023-02-21 00:07:00,A27670,432,-22.91571,-43.21853,9.722222222222221,24926,2.0.14,12,033,8.0,,,,2.0.14
2023-02-21 00:07:02,A27611,432,-22.91358,-43.24249,0.0,25039,2.0.14,21,036,9.0,,,,2.0.14
2023-02-21 00:07:11,A27544,432,-22.98399,-43.22083,0.0,25568,2.0.14,23,026,6.0,,,3.0,2.0.14
2023-02-21 00:07:13,A27574,432,-22.91665,-43.21361,8.61111111111111,25642,2.0.14,21,033,8.0,,,,2.0.14
2023-02-21 00:07:21,A27582,432,-22.916,-43.25158,0.0,26093,2.0.14,27,036,9.0,,,25.0,2.0.14
2023-02-21 00:07:30,A27670,432,-22.91462,-43.21961,0.0,26627,2.0.14,19,035,9.0,,,,2.0.14
2023-02-21 00:07:32,A27611,432,-22.91349,-43.24313,1.3888888888888888,26786,2.0.14,27,036,9.0,,,,2.0.14
2023-02-21 00:07:41,A27544,432,-22.984,-43.22083,0.0,27309,2.0.14,23,026,6.0,,,3.0,2.0.14
2023-02-21 00:07:43,A27574,432,-22.91786,-43.21643,9.166666666666666,27409,2.0.14,21,033,8.0,,,14.0,2.0.14
