ID,SWVERSION,GPSTIMESTAMP,BUSID,LINE,LATITUDE,LONGITUDE,VELOCITY,ELEVATION,NEIGHBORHOOD,ADMINISTRATIVEREGION,PARKING,TERMINAL,CORRIDOR,RAINFALLZONE,RAINFALLVOLUME,HDISTANCE,HEIGHT,DISTANCE,INTERVAL,SPEED,VSP,VSPMode,CO_2,CO,NO_x,HC,dist_A,dist_B,LOCALIZACAO,VECTOR_DIRECTION,SEGMENT_ID,DIRECTION_NUM,SEGMENT_CLASSIFICATION
1561.0,2.0.14,2023-02-21 00:00:26,C47603,600,-22.9148,-43.40391,3.888888888888889,33,122,16.0,,,,14.0,0.0,,,,,,,,,,,,253.15285273977335,18344.508117328147,Transito,NA,,0.0,Fora de segmento
3323.0,2.0.14,2023-02-21 00:00:56,C47603,600,-22.9138,-43.40475,5.555555555555555,32,122,16.0,,,,14.0,0.0,140.59162038459667,-1.0,140.595176739341,,4.686505891311367,,,,,,,115.71280160368984,18434.84512991147,Transito,Volta B→A,,-1.0,Fora de segmento
5107.0,2.0.14,2023-02-21 00:01:26,C47603,600,-22.91302,-43.40514,0.0,36,122,16.0,,,,14.0,0.0,95.48814581387224,4.0,95.57188912526176,,3.1857296375087256,0.09211951228843898,2,7.8,0.036,0.13,1.7,22.262557859541577,18478.611832880702,A,Volta B→A,1.0,-1.0,Ida
6890.0,2.0.14,2023-02-21 00:01:56,C47603,600,-22.9122,-43.40519,1.3888888888888888,36,122,16.0,,,,14.0,0.0,91.32353839270135,0.0,91.32353839270135,,3.0441179464233783,0.09792384547224502,2,7.8,0.036,0.13,1.7,69.21420485750383,18488.220074314722,A,Ida A→B,1.0,1.0,Ida
8675.0,2.0.14,2023-02-21 00:02:26,C47603,600,-22.91293,-43.40511,0.0,35,122,16.0,,,,14.0,0.0,81.5847961211306,-1.0,81.59092448383242,,2.7196974827944143,0.096585023388352,2,7.8,0.036,0.13,1.7,12.401783358013171,18476.01395894541,A,Parado/Perpendicular,1.0,0.0,Ida
10434.0,2.0.14,2023-02-21 00:02:56,C47603,600,-22.91293,-43.40511,0.0,35,122,16.0,,,,14.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,12.401783358013171,18476.01395894541,A,Parado/Perpendicular,1.0,0.0,Ida
12208.0,2.0.14,2023-02-21 00:03:26,C47603,600,-22.91293,-43.40511,0.0,35,122,16.0,,,,14.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,12.401783358013171,18476.01395894541,A,Parado/Perpendicular,1.0,0.0,Ida
13981.0,2.0.14,2023-02-21 00:03:56,C47603,600,-22.91293,-43.40511,0.0,35,122,16.0,,,,14.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,12.401783358013171,18476.01395894541,A,Parado/Perpendicular,1.0,0.0,Ida
15743.0,2.0.14,2023-02-21 00:04:26,C47603,600,-22.91293,-43.40511,0.0,35,122,16.0,,,,14.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,12.401783358013171,18476.01395894541,A,Parado/Perpendicular,1.0,0.0,Ida
17557.0,2.0.14,2023-02-21 00:04:56,C47603,600,-22.91293,-43.40511,0.0,35,122,16.0,,,,14.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,12.401783358013171,18476.01395894541,A,Parado/Perpendicular,1.0,0.0,Ida
19350.0,2.0.14,2023-02-21 00:05:26,C47603,600,-22.91293,-43.40511,0.0,35,122,16.0,,,,14.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,12.401783358013171,18476.01395894541,A,Parado/Perpendicular,1.0,0.0,Ida
21159.0,2.0.14,2023-02-21 00:05:56,C47603,600,-22.91293,-43.40511,0.0,35,122,16.0,,,,14.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,12.401783358013171,18476.01395894541,A,Parado/Perpendicular,1.0,0.0,Ida
22901.0,2.0.14,2023-02-21 00:06:26,C47603,600,-22.91293,-43.40511,0.0,35,122,16.0,,,,14.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,12.401783358013171,18476.01395894541,A,Parado/Perpendicular,1.0,0.0,Ida
24644.0,2.0.14,2023-02-21 00:06:56,C47603,600,-22.91293,-43.40511,0.0,35,122,16.0,,,,14.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,12.401783358013171,18476.01395894541,A,Parado/Perpendicular,1.0,0.0,Ida
26418.0,2.0.14,2023-02-21 00:07:26,C47603,600,-22.91293,-43.40511,0.0,35,122,16.0,,,,14.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,12.401783358013171,18476.01395894541,A,Parado/Perpendicular,1.0,0.0,Ida
28123.0,2.0.14,2023-02-21 00:07:56,C47603,600,-22.91293,-43.40511,0.0,35,122,16.0,,,,14.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,12.401783358013171,18476.01395894541,A,Parado/Perpendicular,1.0,0.0,Ida
29893.0,2.0.14,2023-02-21 00:08:26,C47603,600,-22.91293,-43.40511,0.0,35,122,16.0,,,,14.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,12.401783358013171,18476.01395894541,A,Parado/Perpendicular,1.0,0.0,Ida
