ID,SWVERSION,GPSTIMESTAMP,BUSID,LINE,LATITUDE,LONGITUDE,VELOCITY,ELEVATION,NEIGHBORHOOD,ADMINISTRATIVEREGION,PARKING,TERMINAL,CORRIDOR,RAINFALLZONE,RAINFALLVOLUME,HDISTANCE,HEIGHT,DISTANCE,INTERVAL,SPEED,VSP,VSPMode,CO_2,CO,NO_x,HC,dist_A,dist_B,LOCALIZACAO,VECTOR_DIRECTION,SEGMENT_ID,DIRECTION_NUM,SEGMENT_CLASSIFICATION
1.0,2.0.14,2023-02-21 00:00:00,C30060,343,-22.98956,-43.31129,6.944444444444445,10,127,24.0,,,,17.0,0.0,,,,,,,,,,,,1739.8948569593906,15231.390198872186,Transito,NA,,0.0,Fora de segmento
1791.0,2.0.14,2023-02-21 00:00:30,C30060,343,-22.98803,-43.31079,6.388888888888888,9,127,24.0,,,,17.0,0.0,177.66038553691448,-1.0,177.66319987303248,,5.922106662434416,,,,,,,1913.8573298687843,15087.141829618507,Transito,Ida A→B,,1.0,Fora de segmento
3570.0,2.0.14,2023-02-21 00:01:00,C30060,343,-22.98769,-43.30937,0.0,9,127,24.0,,,,17.0,0.0,150.1939241933591,0.0,150.1939241933591,,5.006464139778637,0.11835194188131022,2,7.8,0.036,0.13,1.7,1970.681223606957,14948.762551840511,Transito,Ida A→B,,1.0,Fora de segmento
5342.0,2.0.14,2023-02-21 00:01:30,C30060,343,-22.98738,-43.30858,4.444444444444445,11,127,24.0,,,,17.0,0.0,87.9084187792052,2.0,87.93116678550398,,2.9310388928501325,0.09267585369670106,2,7.8,0.036,0.13,1.7,2019.6211469667119,14863.663750994689,Transito,Ida A→B,,1.0,Fora de segmento
7089.0,2.0.14,2023-02-21 00:02:00,C30060,343,-22.98704,-43.30725,6.388888888888888,15,127,24.0,,,,17.0,0.0,141.29740979141735,4.0,141.3540166170163,,4.711800553900543,0.12188196371323542,2,7.8,0.036,0.13,1.7,2088.213589182965,14732.87588877877,Transito,Ida A→B,,1.0,Fora de segmento
8886.0,2.0.14,2023-02-21 00:02:30,C30060,343,-22.98679,-43.30559,5.0,12,127,24.0,,,,17.0,0.0,172.18536701089283,-3.0,172.21149965282765,,5.7403833217609215,0.12829438495035056,2,7.8,0.036,0.13,1.7,2165.351287746901,14581.890457132347,Transito,Ida A→B,,1.0,Fora de segmento
10683.0,2.0.14,2023-02-21 00:03:00,C30060,343,-22.98678,-43.30365,7.5,13,127,24.0,,,,17.0,0.0,198.5921594458658,1.0,198.59467715266737,,6.619822571755579,0.15389693705110533,2,7.8,0.036,0.13,1.7,2240.1111556015508,14425.625129281489,Transito,Ida A→B,,1.0,Fora de segmento
12458.0,2.0.14,2023-02-21 00:03:30,C30060,343,-22.98816,-43.30184,8.61111111111111,13,127,24.0,,,,17.0,0.0,240.5732601214089,0.0,240.5732601214089,,8.01910867071363,0.20029230338055423,2,7.8,0.036,0.13,1.7,2188.278390369532,14378.778923308422,Transito,Volta B→A,,-1.0,Fora de segmento
14225.0,2.0.14,2023-02-21 00:04:00,C30060,343,-22.9906,-43.30193,11.11111111111111,15,127,24.0,,,,17.0,0.0,271.4719881647346,2.0,271.4793553073858,,9.049311843579526,0.24990953644340255,2,7.8,0.036,0.13,1.7,1953.5054200472453,14560.27258370771,Transito,Volta B→A,,-1.0,Fora de segmento
15990.0,2.0.14,2023-02-21 00:04:30,C30060,343,-22.9929,-43.30305,8.88888888888889,13,127,24.0,,,,17.0,0.0,280.2690049381818,-2.0,280.2761408486969,,9.342538028289898,0.26259181604825454,2,7.8,0.036,0.13,1.7,1678.0827804662956,14813.843195025262,Transito,Volta B→A,,-1.0,Fora de segmento
17765.0,2.0.14,2023-02-21 00:05:00,C30060,343,-22.99502,-43.30401,8.055555555555555,8,127,24.0,,,,17.0,0.0,255.39440084410813,-5.0,255.44334006295992,,8.514778002098664,0.22623874467539268,2,7.8,0.036,0.13,1.7,1430.435249356351,15042.842359399185,Transito,Volta B→A,,-1.0,Fora de segmento
19570.0,2.0.14,2023-02-21 00:05:30,C30060,343,-22.99736,-43.30483,10.277777777777777,14,127,24.0,,,,17.0,0.0,273.39882416498807,6.0,273.46465412334015,,9.115488470778006,0.2550640607101662,2,7.8,0.036,0.13,1.7,1177.4409843173007,15278.290159644912,Transito,Volta B→A,,-1.0,Fora de segmento
21350.0,2.0.14,2023-02-21 00:06:00,C30060,343,-23.00031,-43.30487,11.11111111111111,11,127,24.0,,,,17.0,0.0,328.05058388287904,-3.0,328.06430099280516,,10.935476699760171,0.36055355634707775,2,7.8,0.036,0.13,1.7,958.3551399955779,15502.005038964968,Transito,Volta B→A,,-1.0,Fora de segmento
23151.0,2.0.14,2023-02-21 00:06:30,C30060,343,-23.00316,-43.30465,11.38888888888889,9,127,24.0,,,,17.0,0.0,317.7045456423011,-2.0,317.7108407369522,,10.590361357898407,0.3421986145722,2,7.8,0.036,0.13,1.7,844.5313122690958,15702.442734213355,Transito,Volta B→A,,-1.0,Fora de segmento
24879.0,2.0.14,2023-02-21 00:07:00,C30060,343,-23.00558,-43.30417,11.11111111111111,10,127,24.0,,,,17.0,0.0,273.5397908081291,1.0,273.5416186896521,,9.118053956321738,0.24955776308502334,2,7.8,0.036,0.13,1.7,865.1072861303447,15854.211510992587,Transito,Volta B→A,,-1.0,Fora de segmento
26614.0,2.0.14,2023-02-21 00:07:30,C30060,343,-23.00693,-43.30577,10.277777777777777,7,128,24.0,,,,17.0,0.0,222.15237131652444,-3.0,222.1726267602626,,7.405754225342087,0.1830033740431663,2,7.8,0.036,0.13,1.7,727.2195231200191,16076.2373108865,Transito,Volta B→A,,-1.0,Fora de segmento
28399.0,2.0.14,2023-02-21 00:08:00,C30060,343,-23.0066,-43.3089,6.388888888888888,9,128,24.0,,,,17.0,0.0,322.45123641274114,2.0,322.45743884132287,,10.748581294710762,0.3602075740272833,2,7.8,0.036,0.13,1.7,412.1014712291055,16281.244857011396,Transito,Volta B→A,,-1.0,Fora de segmento
